name,description,price,location,url,page
iphone 13,iPhone 13 Pro Max,"EGP 35,000","Port Fouad, Port Said•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206195761.html,4
iphone 13,IPhone 13 128g قابل للتفاوض البسيط,"EGP 21,500
Negotiable","Fayoum City, Fayoum•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-%D9%82%D8%A7%D8%A8%D9%84-%D9%84%D9%84%D8%AA%D9%81%D8%A7%D9%88%D8%B6-%D8%A7%D9%84%D8%A8%D8%B3%D9%8A%D8%B7-ID205368166.html,4
iphone 13,iPhone 13 Pro Max,"EGP 29,000","Gesr Al Suez, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206194977.html,4
iphone 13,iphone 13,"EGP 27,000","Zahraa Al Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206194967.html,4
iphone 13,iPhone 13 128GB,"EGP 20,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-ID206194708.html,4
iphone 13,Iphone 13,"EGP 22,000","Dokki, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206194517.html,4
iphone 13,IPhone 13 128GB Midnight,"EGP 28,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-midnight-ID206194511.html,4
iphone 13,iPhone 13 Pro,"EGP 33,000
Negotiable","6th of October, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206194348.html,4
iphone 13,iphone 13 with box like new,"EGP 23,500","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-with-box-like-new-ID206193790.html,4
iphone 13,iPhone 13 black عليه ضرائب,"EGP 21,000","Kafr Abdo, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-black-%D8%B9%D9%84%D9%8A%D9%87-%D8%B6%D8%B1%D8%A7%D8%A6%D8%A8-ID206193813.html,4
iphone 13,Apple iPhone 13 جديد ضمان سنتين من التوكيل,"EGP 32,000","Dokki, Giza•",https://www.dubizzle.com.eg/en/ad/apple-iphone-13-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%B6%D9%85%D8%A7%D9%86-%D8%B3%D9%86%D8%AA%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%AA%D9%88%D9%83%D9%8A%D9%84-ID205532804.html,4
iphone 13,iPhone 13 للبدل باعلي,Not Available,"Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D9%84%D9%84%D8%A8%D8%AF%D9%84-%D8%A8%D8%A7%D8%B9%D9%84%D9%8A-ID206193265.html,4
iphone 13,iphone 13 Pro Max,"EGP 37,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206192730.html,4
iphone 13,iPhone 13 / ايفون ١٣,"EGP 30,000","Damanhour, Beheira•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-ID197364655.html,4
iphone 13,iphone 13promax 256g,"EGP 42,000","Zamalek, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13promax-256g-ID205442821.html,4
iphone 13,iphone 13 pro max 256 GB 81% BH,"EGP 37,500","New Damietta, Damietta•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-gb-81-bh-ID205712244.html,4
iphone 13,iPhone 13 Pro Max,"EGP 32,500","Ganayen, Suez•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206192375.html,4
iphone 13,iphone 13 128/85 waterproof معفى ضرايب ايفون 13 عادى مساحه 128,"EGP 22,000","Wardian, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-12885-waterproof-%D9%85%D8%B9%D9%81%D9%89-%D8%B6%D8%B1%D8%A7%D9%8A%D8%A8-%D8%A7%D9%8A%D9%81%D9%88%D9%86-13-%D8%B9%D8%A7%D8%AF%D9%89-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-128-ID206192316.html,4
iphone 13,iphone 13 pro max,"EGP 41,000
Negotiable","Shubra al-Khaimah, Qalyubia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206192305.html,4
iphone 13,iPhone 13 Pro Max,"EGP 40,500","Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206192194.html,4
iphone 13,iPhone 13 pro zeroo,"EGP 35,000","Smoha, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-zeroo-ID206192187.html,4
iphone 13,iPhone 13 برو ماكس,"EGP 36,000","Miami, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D8%A8%D8%B1%D9%88-%D9%85%D8%A7%D9%83%D8%B3-ID206192163.html,4
iphone 13,iphone 13 pro max gold,"EGP 33,500
Negotiable","Mandara, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-gold-ID206192152.html,4
iphone 13,iPhone 13 Pro,"EGP 33,000","Al Amiriyyah, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID203302080.html,4
iphone 13,iPhone 13,"EGP 24,500","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206191940.html,4
iphone 13,iPhone 13 Pro max,"EGP 32,000","Wardian, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206191491.html,4
iphone 13,iphone 13,"EGP 21,000
Negotiable","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206191188.html,4
iphone 13,iphone 13pro,"EGP 35,000","Almazah, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-ID206191095.html,4
iphone 13,iphone 13 pro,"EGP 29,000
Negotiable","Glim, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206190978.html,4
iphone 13,Iphone 13 Pro max 256Gb Baby blue,"EGP 33,000
Negotiable","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256gb-baby-blue-ID206190841.html,4
iphone 13,iPhone 13 Pro Max,"EGP 35,000","New Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206190437.html,4
iphone 13,Iphone 13 256 Battery 84%,"EGP 19,500","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-256-battery-84-ID206190129.html,4
iphone 13,Iphone 13 pro 256G,"EGP 33,000","Smoha, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-256g-ID206189762.html,4
iphone 13,Iphone 13 128gb,"EGP 24,000
Negotiable","Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-ID206189434.html,4
iphone 13,iphone 13 128G,"EGP 23,000","Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-ID206189181.html,4
iphone 13,iphone 13 Zerooo,"EGP 26,000
Negotiable","Zamalek, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-zerooo-ID206189073.html,4
iphone 13,iphone 13 pro max,"EGP 33,000","Al Ibrahimiyyah, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206188777.html,4
iphone 13,iPhone 13,"EGP 25,000","Seyouf, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205913197.html,4
iphone 13,iphone 13,"EGP 25,500
Negotiable","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206188387.html,4
iphone 13,iPhone 13 Pro Max 256 87% (معفي),"EGP 28,000","Warraq, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-87-%D9%85%D8%B9%D9%81%D9%8A-ID206188277.html,4
iphone 13,iphone 13 pro max,"EGP 29,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206188218.html,4
iphone 13,عرض خاص على iphone 13pro _ 256GB جديد متبرشم بضمان سنه محلي,"EGP 40,000","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/%D8%B9%D8%B1%D8%B6-%D8%AE%D8%A7%D8%B5-%D8%B9%D9%84%D9%89-iphone-13pro-_-256gb-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D8%AA%D8%A8%D8%B1%D8%B4%D9%85-%D8%A8%D8%B6%D9%85%D8%A7%D9%86-%D8%B3%D9%86%D9%87-%D9%85%D8%AD%D9%84%D9%8A-ID205572523.html,5
iphone 13,للبيع iphone 13 _ 128GB جديد متبرشم,"EGP 22,300","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-iphone-13-_-128gb-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D8%AA%D8%A8%D8%B1%D8%B4%D9%85-ID203609139.html,5
iphone 13,iphone 13 pro max 256 gb,"EGP 26,500","Laurent, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-gb-ID206188155.html,5
iphone 13,iPhone 13,"EGP 28,500","Mahalla al-Kobra, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206187893.html,5
iphone 13,iPhone 13 128GB بحالة ممتازة,"EGP 20,000","Mokattam, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID206187788.html,5
iphone 13,iphone 13 pro,"EGP 25,000
Negotiable","Mokattam, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206187740.html,5
iphone 13,iPhone 13pro. max 512G,"EGP 38,000","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-max-512g-ID206187672.html,5
iphone 13,iphone 13 pro gold 256g,"EGP 33,000","Tanta, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-gold-256g-ID206187577.html,5
iphone 13,iphone 13 128Gb,"EGP 32,000","6th of October, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-ID206187160.html,5
iphone 13,iphone 13 mini,"EGP 15,000","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206187044.html,5
iphone 13,Iphone 13,"EGP 18,000","Rod al-Farag, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206186972.html,5
iphone 13,iPhone 13,"EGP 25,500
Negotiable","Faisal, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206186898.html,5
iphone 13,ايفون ١٣ احمر iphone 13 red,"EGP 24,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D8%A7%D8%AD%D9%85%D8%B1-iphone-13-red-ID206186739.html,5
iphone 13,ايفون ١٣ - iPhone 13,"EGP 17,500","Nabaruh, Dakahlia•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-iphone-13-ID206186272.html,5
iphone 13,Iphone 13 new,"EGP 32,500","Ain Shams, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-new-ID204776329.html,5
iphone 13,Iphon13,"EGP 26,000","Hurghada, Red Sea•",https://www.dubizzle.com.eg/en/ad/iphon13-ID206186147.html,5
iphone 13,iphone 13 128 GB,"EGP 28,500","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-ID205912822.html,5
iphone 13,iphone 13 pro 100%,"EGP 29,000
Negotiable","Dar Misr, Obour City•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-100-ID206186025.html,5
iphone 13,iphone 13 pro max,"EGP 27,000
Negotiable","Shorouk City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206185765.html,5
iphone 13,iPhone 13,"EGP 25,500","Hadayek al-Ahram, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID204672246.html,5
iphone 13,iPhone 13 128g Black,"EGP 27,000","Mohandessin, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-black-ID206185479.html,5
iphone 13,iPhone 13 - 256GB - New - from USA,"EGP 34,500","Zahraa Al Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-256gb-new-from-usa-ID206185293.html,5
iphone 13,iPhone 13 Pro,"EGP 30,000","Moustafa kamel, Sidi Gaber•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206185223.html,5
iphone 13,iPhone 13 Pro 256G,"EGP 33,000
Negotiable","Hadayek El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-256g-ID206184863.html,5
iphone 13,‏. iPhone 13.,"EGP 23,000","New Nozha, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205604442.html,5
iphone 13,iPhone 13 pro max,"EGP 36,500","Tanta, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206184728.html,5
iphone 13,IPhone 13 pro,"EGP 22,000","Zagazig, Sharqia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206184525.html,5
iphone 13,Iphone 13 used,"EGP 20,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-used-ID205732504.html,5
iphone 13,iPhone 13 pro,"EGP 31,000","Zahraa Madinat Nasr, Nasr City•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206183150.html,5
iphone 13,iPhone 13,"EGP 23,800","Zagazig, Sharqia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206183005.html,5
iphone 13,iPhone 13 كرتونة ومش عليه اي ضرائب,"EGP 18,000","Giza District, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D9%83%D8%B1%D8%AA%D9%88%D9%86%D8%A9-%D9%88%D9%85%D8%B4-%D8%B9%D9%84%D9%8A%D9%87-%D8%A7%D9%8A-%D8%B6%D8%B1%D8%A7%D8%A6%D8%A8-ID206182891.html,5
iphone 13,iphone 13,"EGP 15,000","2020 Compound, Hadayek October•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206182696.html,5
iphone 13,iphone13,"EGP 24,000","1st Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone13-ID206182689.html,5
iphone 13,iphone13 pro max,"EGP 35,500","Ataba, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone13-pro-max-ID206182646.html,5
iphone 13,iphone 13 128g,"EGP 26,000","Dokki, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-ID206182349.html,5
iphone 13,"iPhone 13, 128 GB","EGP 25,000
Negotiable","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-ID206182303.html,5
iphone 13,IPhone 13 Pro max 256g 87% (معفي والسعر نهائي),"EGP 28,000","Warraq, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256g-87-%D9%85%D8%B9%D9%81%D9%8A-%D9%88%D8%A7%D9%84%D8%B3%D8%B9%D8%B1-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-ID206181993.html,5
iphone 13,Iphone 13,"EGP 24,000","Haram, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206181234.html,5
iphone 13,iPhone 13 Battery 91% Battery,"EGP 27,000","10th of Ramadan, Sharqia•",https://www.dubizzle.com.eg/en/ad/iphone-13-battery-91-battery-ID206180753.html,5
iphone 13,iPhone 13 Pro Max جولد – 128 جيجا – حالة زي الجديد,"EGP 40,000","10th of Ramadan, Sharqia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-%D8%AC%D9%88%D9%84%D8%AF-128-%D8%AC%D9%8A%D8%AC%D8%A7-%D8%AD%D8%A7%D9%84%D8%A9-%D8%B2%D9%8A-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-ID206180257.html,5
iphone 13,iphone 13,"EGP 24,500","Al Hadrah, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206180146.html,5
iphone 13,IPhone 13,"EGP 16,000","Hadayek al-Kobba, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205906730.html,5
iphone 13,Iphone 13 for sale,"EGP 25,000
Negotiable","Hadayek al-Ahram, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-for-sale-ID205182925.html,5
iphone 13,iphone 13 89%,"EGP 26,000","Nasr City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-89-ID206178944.html,5
iphone 13,iphone 13 pro edit X,"EGP 8,000","Tersa, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-edit-x-ID206178957.html,5
iphone 13,iphone 13pm,"EGP 35,500","Helmeyat El Zaytoun, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13pm-ID206178679.html,6
iphone 13,Iphone 13 كسر زيرو,"EGP 28,000","Mahalla al-Kobra, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID206178509.html,6
iphone 13,iphone 13,"EGP 22,000","Arbaeen, Suez•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206178364.html,6
iphone 13,iphone 13 pro max 256,"EGP 29,500","Downtown Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-ID206178316.html,6
iphone 13,iphone 13 كالجديد مفيهوش غلطة. ٨٩٪؜ ايفون للبيع,"EGP 26,500","Wardian, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D9%83%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D9%81%D9%8A%D9%87%D9%88%D8%B4-%D8%BA%D9%84%D8%B7%D8%A9-%D9%A8%D9%A9-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID206177914.html,6
iphone 13,iPhone 13 like new waterproof,"EGP 15,000","Downtown Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-like-new-waterproof-ID206177832.html,6
iphone 13,IPhone 13,"EGP 23,000","Downtown Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206177697.html,6
iphone 13,‏iPhone 13,"EGP 19,000","Tookh, Qalyubia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206177632.html,6
iphone 13,iPhone 13,"EGP 28,500","Asyut City, Asyut•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206177623.html,6
iphone 13,iphone 13 Pro بسعر لقطه لسرعه البيع,"EGP 26,000","Markaz Sohag, Sohag•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-%D8%A8%D8%B3%D8%B9%D8%B1-%D9%84%D9%82%D8%B7%D9%87-%D9%84%D8%B3%D8%B1%D8%B9%D9%87-%D8%A7%D9%84%D8%A8%D9%8A%D8%B9-ID206177609.html,6
iphone 13,iPhone 13 Pro Max 256 (87 %)معفي,"EGP 28,000","Warraq, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-87-%D9%85%D8%B9%D9%81%D9%8A-ID206177423.html,6
iphone 13,iPhone 13 pro max 256 with box,"EGP 35,000","Amreya, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-with-box-ID206177114.html,6
iphone 13,iphone 13,"EGP 27,500","Abu Qir, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206176321.html,6
iphone 13,IPhone 13,"EGP 29,000","Marg, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206175999.html,6
iphone 13,iPhone 13pro,"EGP 26,000","Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-ID206175531.html,6
iphone 13,iPhone 13 Pro,"EGP 33,500","Shubra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206175396.html,6
iphone 13,iPhone 13 Pro,"EGP 30,000
Negotiable","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206174987.html,6
iphone 13,iPhone 13 128gb,"EGP 23,000","Maadi, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-128gb-ID206174721.html,6
iphone 13,iphone 13 pro,"EGP 28,500","7th District, 6th of October•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206174205.html,6
iphone 13,iphone 13 pro max,"EGP 36,000","San Stefano, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID205282240.html,6
iphone 13,iphone 13,"EGP 27,000","Rhodes North Coast, North Coast•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206173922.html,6
iphone 13,Iphone 13 واتر بروف زيرو لسه في الضمان من دبي فون,"EGP 24,500","Kilo 21, Agami•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D9%88%D8%A7%D8%AA%D8%B1-%D8%A8%D8%B1%D9%88%D9%81-%D8%B2%D9%8A%D8%B1%D9%88-%D9%84%D8%B3%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D8%B6%D9%85%D8%A7%D9%86-%D9%85%D9%86-%D8%AF%D8%A8%D9%8A-%D9%81%D9%88%D9%86-ID206173749.html,6
iphone 13,iphone 13,"EGP 27,000","Sheikh Zayed, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206173593.html,6
iphone 13,iPhone 13 pro,"EGP 34,000","Marg, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206173501.html,6
iphone 13,iPhone 13 Pro Max 256 87% معفي,"EGP 28,000","Warraq, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-256-87-%D9%85%D8%B9%D9%81%D9%8A-ID206173484.html,6
iphone 13,iPhone 13 128G بضمان متبرشم,"EGP 29,500
Negotiable","Al Bitash, Agami•",https://www.dubizzle.com.eg/en/ad/iphone-13-128g-%D8%A8%D8%B6%D9%85%D8%A7%D9%86-%D9%85%D8%AA%D8%A8%D8%B1%D8%B4%D9%85-ID206173455.html,6
iphone 13,iphone 13 pro متفتحش,"EGP 33,000","Asafra, Alexandria•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-%D9%85%D8%AA%D9%81%D8%AA%D8%AD%D8%B4-ID205901126.html,6
iphone 13,iphone 13 pro,Not Available,"Zamalek, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206125917.html,6
iphone 13,iphone 13,"EGP 30,000","Hadayek Helwan, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206173303.html,6
iphone 13,iPhone 13,"EGP 20,000","Hadayek Helwan, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206172943.html,6
iphone 13,iPHONE 13,"EGP 24,000
Negotiable","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID205703411.html,6
iphone 13,iPhone 13 mini,"EGP 20,000","Maryotaya, Giza•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206172501.html,6
iphone 13,iPhone 13 ايفون ١٣,"EGP 17,500","Shubra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-ID206172496.html,6
iphone 13,iphone 13 pro 256G,"EGP 34,000","El Fostat, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-256g-ID206172446.html,6
iphone 13,iPhone 13,Not Available,"Dawahy District, Port Said•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206172182.html,6
iphone 13,iPhone 13 Pro الف جيجا مساحة,"EGP 26,900
Negotiable","2nd District, 6th of October•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-%D8%A7%D9%84%D9%81-%D8%AC%D9%8A%D8%AC%D8%A7-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-ID206135614.html,6
iphone 13,iPhone 13 128 زيرو ضريبة,"EGP 26,000","Asyut City, Asyut•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-%D8%B2%D9%8A%D8%B1%D9%88-%D8%B6%D8%B1%D9%8A%D8%A8%D8%A9-ID206171403.html,6
iphone 13,iphone 13,"EGP 19,000","Darb al-Ahmar, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206171362.html,6
iphone 13,iPhone 13,"EGP 24,000","Mit Ghamr, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206171180.html,6
iphone 13,iphone 13 pro,"EGP 31,000","5th Settlement, New Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206170922.html,6
iphone 13,IPHONE13 pro,"EGP 27,000","Dokki, Giza•",https://www.dubizzle.com.eg/en/ad/iphone13-pro-ID206170802.html,6
iphone 13,iPhone 13,"EGP 29,000
Negotiable","El Maadi, Maadi•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206170594.html,6
iphone 13,ايفون ١٣ برو iPhone 13 Pro,"EGP 26,000
Negotiable","El Lebeny Axis, Haram•",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D8%A8%D8%B1%D9%88-iphone-13-pro-ID206170535.html,6
iphone 13,iPhone 13 mini,"EGP 14,500
Negotiable","Zamalek, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206170085.html,6
iphone 13,iPhone 13 mini,"EGP 14,500
Negotiable","Zamalek, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206170011.html,6
iphone 13,iPhone 13 mini,"EGP 13,500
Negotiable","Gesr Al Suez, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-mini-ID206169133.html,7
iphone 13,iphone 13 pro,"EGP 31,000","Mansura, Dakahlia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-ID206169065.html,7
iphone 13,iPhone 13mini بيع او بدل,"EGP 19,000","Zawya al-Hamra, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13mini-%D8%A8%D9%8A%D8%B9-%D8%A7%D9%88-%D8%A8%D8%AF%D9%84-ID204887765.html,7
iphone 13,iphone 13,"EGP 19,000","Shorouk City, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID201101416.html,7
iphone 13,Iphone 13 pro 1tb,"EGP 50,000","New Cairo, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-1tb-ID200802894.html,7
iphone 13,بيع IPhone 13 العادي بسعر لقطه,"EGP 29,000","Heliopolis, Cairo•",https://www.dubizzle.com.eg/en/ad/%D8%A8%D9%8A%D8%B9-iphone-13-%D8%A7%D9%84%D8%B9%D8%A7%D8%AF%D9%8A-%D8%A8%D8%B3%D8%B9%D8%B1-%D9%84%D9%82%D8%B7%D9%87-ID206168130.html,7
iphone 13,iPhone 13 pro max,"EGP 23,000
Negotiable","Al Wahat Road, 6th of October•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID205734393.html,7
iphone 13,iphone 13 pro max,"EGP 28,000","Mahalla al-Kobra, Gharbia•",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-ID206166846.html,7
iphone 13,iphone 13pro,"EGP 32,000","Sky City Banha, Banha•",https://www.dubizzle.com.eg/en/ad/iphone-13pro-ID206166758.html,7
iphone 13,IPhone 13 128 GB like new,"EGP 24,000","8th District, Sheikh Zayed•",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-like-new-ID206166420.html,7
iphone 13,iPhone 13,"EGP 28,000","Sayeda Zeinab, Cairo•",https://www.dubizzle.com.eg/en/ad/iphone-13-ID206166275.html,7
